CODEVALUE,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
yti-xbrl,YTI XBRL,YTI XBRL,YTI XBRL,,,
