CODEVALUE,ORGANIZATION,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
eu,d9c76d52-03d3-4480-8c2c-b66e6d9c57f2,Euroopan Unionin koodistot,,Code lists of European Union,,,
