CODEVALUE,ORGANIZATION,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
jupo,74a41211-8c99-4835-a519-7a61612b1098,JUPO,JUPO,JUPO,,,
