CODEVALUE,ORGANIZATION,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
jhs,d9c76d52-03d3-4480-8c2c-b66e6d9c57f2;88ce73b9-376c-4ff1-8c51-e4159b0af75c,JHS,JHS,JHS,,,
