CODEVALUE,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
yti,YTI palvelurekisteri,YTI service register,YTI service registry,,,
