CODEVALUE,ORGANIZATION,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN
interoperabilityplatform,7d3a3c00-5a6b-489b-a3ed-63bb58c26a63,Yhteentoimivuusalustan metatiedot,,Interoperability platform's metadata,"Tähän rekisteriin kuuluvat ne koodistot, joita käytetään Yhteentoimivuusalustan työkalujen metatiedoissa.",,This register is for reference data that is used in the Interoperability platform's tools.
