CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
604,9a119fa4-a491-4c6c-b4b6-7f31f5980d0b,VALID,Pirkkala,Birkala,Pirkkala,,,2018-01-01,2018-12-31
607,3d35ea7f-1bdf-41a8-ac21-4cd99e724b22,VALID,Polvijärvi,Polvijärvi,Polvijärvi,,,2018-01-01,2018-12-31
608,43e1ce86-e9a6-4b46-9f14-7e98d77da7a6,VALID,Pomarkku,Påmark,Pomarkku,,,2018-01-01,2018-12-31
609,b907abb8-4437-4003-b689-83bc16e25e40,VALID,Pori,Björneborg,Pori,,,2018-01-01,2018-12-31
611,d0ce5de2-37d8-4b20-b1ff-37a5136a1c64,VALID,Pornainen,Borgnäs,Pornainen,,,2018-01-01,2018-12-31
614,4205d9a5-fa99-4dae-a69e-1c34a1f4d99e,VALID,Posio,Posio,Posio,,,2018-01-01,2018-12-31
615,63ffa877-713d-405f-8261-c60c67393f22,VALID,Pudasjärvi,Pudasjärvi,Pudasjärvi,,,2018-01-01,2018-12-31
616,23307712-728a-4a03-9ca6-3c9417a9a16e,VALID,Pukkila,Pukkila,Pukkila,,,2018-01-01,2018-12-31
619,fa1c0792-e4a0-4e04-91ae-440323f276ac,VALID,Punkalaidun,Punkalaidun,Punkalaidun,,,2018-01-01,2018-12-31
620,d60fd989-147b-41ee-98db-b4c402a6b17d,VALID,Puolanka,Puolanka,Puolanka,,,2018-01-01,2018-12-31
623,a6bf85ea-8ea9-4f99-9511-459b0953114f,VALID,Puumala,Puumala,Puumala,,,2018-01-01,2018-12-31
624,5337f07a-d9a9-47f4-9707-053d22986a3d,VALID,Pyhtää,Pyttis,Pyhtää,,,2018-01-01,2018-12-31
625,dc2dd7ab-799d-4621-8c83-84dabae467ef,VALID,Pyhäjoki,Pyhäjoki,Pyhäjoki,,,2018-01-01,2018-12-31
626,a49fdfc8-dee1-4aef-b181-613ad916e6e4,VALID,Pyhäjärvi,Pyhäjärvi,Pyhäjärvi,,,2018-01-01,2018-12-31
630,53690fb2-7992-415e-9021-a4db8d808649,VALID,Pyhäntä,Pyhäntä,Pyhäntä,,,2018-01-01,2018-12-31
631,d586ed22-ae81-4344-b0f3-f5cc64768594,VALID,Pyhäranta,Pyhäranta,Pyhäranta,,,2018-01-01,2018-12-31
635,19aaf656-9326-41b3-8d10-b702e4abb351,VALID,Pälkäne,Pälkäne,Pälkäne,,,2018-01-01,2018-12-31
636,364ed5b6-b64b-4196-a6f0-8d20f312e5a3,VALID,Pöytyä,Pöytyä,Pöytyä,,,2018-01-01,2018-12-31
638,59a7a051-e0e0-47f3-89f6-8ebf6027b824,VALID,Porvoo,Borgå,Porvoo,,,2018-01-01,2018-12-31
678,d28c3b76-cd18-4c1e-a7a6-8e068bfd620a,VALID,Raahe,Brahestad,Raahe,,,2018-01-01,2018-12-31
680,c602c1d6-6abc-47df-9bd3-0e34a82beae9,VALID,Raisio,Reso,Raisio,,,2018-01-01,2018-12-31
681,6ece968b-1021-475f-b891-7423f9b4ac63,VALID,Rantasalmi,Rantasalmi,Rantasalmi,,,2018-01-01,2018-12-31
683,e4e80d89-8a0d-4e4c-9896-a68d75e9c57a,VALID,Ranua,Ranua,Ranua,,,2018-01-01,2018-12-31
684,160288cc-5d40-43b2-8d27-6aa9396cb73c,VALID,Rauma,Raumo,Rauma,,,2018-01-01,2018-12-31
686,4934d3ce-0285-47d1-8147-3a4a7c732dbb,VALID,Rautalampi,Rautalampi,Rautalampi,,,2018-01-01,2018-12-31
687,4555a6ee-4dfe-4438-9a5e-62ccea9c2e46,VALID,Rautavaara,Rautavaara,Rautavaara,,,2018-01-01,2018-12-31
689,1314cff3-5925-4ed7-aca3-c65126aac252,VALID,Rautjärvi,Rautjärvi,Rautjärvi,,,2018-01-01,2018-12-31
691,d3f2aa78-a9a3-452e-98ee-ccacd20576e1,VALID,Reisjärvi,Reisjärvi,Reisjärvi,,,2018-01-01,2018-12-31
694,a9c56681-eb27-43d2-80ca-9344b61f868b,VALID,Riihimäki,Riihimäki,Riihimäki,,,2018-01-01,2018-12-31
697,4dcdb428-b0e3-4cf6-9846-655e92294723,VALID,Ristijärvi,Ristijärvi,Ristijärvi,,,2018-01-01,2018-12-31
698,f1933028-b4a3-4a0c-b5f1-50eed75a1c6f,VALID,Rovaniemi,Rovaniemi,Rovaniemi,,,2018-01-01,2018-12-31
700,c89a6cfe-7d40-4919-ac73-8aae2cc4789c,VALID,Ruokolahti,Ruokolahti,Ruokolahti,,,2018-01-01,2018-12-31
702,3d1ba31e-5464-4e67-8e69-13d98f64278e,VALID,Ruovesi,Ruovesi,Ruovesi,,,2018-01-01,2018-12-31
704,99b5f06e-09dd-4c32-aae6-e43d20a73f26,VALID,Rusko,Rusko,Rusko,,,2018-01-01,2018-12-31
707,394f48c5-3bb3-434d-8543-b681b7b621ae,VALID,Rääkkylä,Rääkkylä,Rääkkylä,,,2018-01-01,2018-12-31
710,496bd403-57fe-4dc6-89c1-d6819835b584,VALID,Raasepori,Raseborg,Raasepori,,,2018-01-01,2018-12-31
729,5550e287-0527-4e58-a512-27c3cd5a08dd,VALID,Saarijärvi,Saarijärvi,Saarijärvi,,,2018-01-01,2018-12-31
732,22a4372b-e2b2-4eb2-ba6f-763741889ab0,VALID,Salla,Salla,Salla,,,2018-01-01,2018-12-31
734,53cec063-48a1-43a3-97a7-b4a47309bba4,VALID,Salo,Salo,Salo,,,2018-01-01,2018-12-31
736,7b059149-d2ff-4032-8bba-10cbd9ba08dc,VALID,Saltvik,Saltvik,Saltvik,,,2018-01-01,2018-12-31
738,4af5480b-5a4a-48ca-a9dd-2b99ed2c03ef,VALID,Sauvo,Sagu,Sauvo,,,2018-01-01,2018-12-31
739,15d91502-e37a-4aef-916b-402d4b89c5ba,VALID,Savitaipale,Savitaipale,Savitaipale,,,2018-01-01,2018-12-31
740,146cb74d-5386-4481-8fc4-a17edef19860,VALID,Savonlinna,Nyslott,Savonlinna,,,2018-01-01,2018-12-31
742,b468b59f-755f-4ea0-b063-d8e2e46c8918,VALID,Savukoski,Savukoski,Savukoski,,,2018-01-01,2018-12-31
743,3c0ca224-bf29-4f20-942f-170535c39798,VALID,Seinäjoki,Seinäjoki,Seinäjoki,,,2018-01-01,2018-12-31
746,a084f1a8-b2d3-43a5-8e14-c2851a6bd70f,VALID,Sievi,Sievi,Sievi,,,2018-01-01,2018-12-31
747,825fe677-6c59-421f-8408-5f8227ae21ff,VALID,Siikainen,Siikainen,Siikainen,,,2018-01-01,2018-12-31
748,64047765-8e43-4410-a45c-786c2801136a,VALID,Siikajoki,Siikajoki,Siikajoki,,,2018-01-01,2018-12-31
749,754f968e-1a1b-45a4-b890-525efe88b66f,VALID,Siilinjärvi,Siilinjärvi,Siilinjärvi,,,2018-01-01,2018-12-31
751,88d73ae8-cf23-48f6-875d-a44dd39bd37b,VALID,Simo,Simo,Simo,,,2018-01-01,2018-12-31
753,3d5e0ca0-6753-480e-adeb-cb5cdfc033f2,VALID,Sipoo,Sibbo,Sipoo,,,2018-01-01,2018-12-31
755,75eee309-4b0c-4498-bd40-0e9fd24613d1,VALID,Siuntio,Sjundeå,Siuntio,,,2018-01-01,2018-12-31
758,1e25b2b5-9483-4f6c-af53-a887bc3ba190,VALID,Sodankylä,Sodankylä,Sodankylä,,,2018-01-01,2018-12-31
759,a14422cd-bf05-483b-bc3a-171426e8120b,VALID,Soini,Soini,Soini,,,2018-01-01,2018-12-31
761,421c0444-c17c-432d-b6cc-eee4e45b3ee1,VALID,Somero,Somero,Somero,,,2018-01-01,2018-12-31
762,431b53d8-108e-468b-9801-ab786f5d809a,VALID,Sonkajärvi,Sonkajärvi,Sonkajärvi,,,2018-01-01,2018-12-31
765,5515368c-4dc4-4ebc-b8e1-91d7f281e9c9,VALID,Sotkamo,Sotkamo,Sotkamo,,,2018-01-01,2018-12-31
766,7ae29443-490f-4f61-93a1-acf81e86e091,VALID,Sottunga,Sottunga,Sottunga,,,2018-01-01,2018-12-31
768,4c45cabb-b5e3-4ec0-9c5e-08d43aed6283,VALID,Sulkava,Sulkava,Sulkava,,,2018-01-01,2018-12-31
771,e47f9fbf-845f-4a1e-8a7e-cb11e12779df,VALID,Sund,Sund,Sund,,,2018-01-01,2018-12-31
777,04c14d5b-f6ac-4add-beac-54e6f97f4109,VALID,Suomussalmi,Suomussalmi,Suomussalmi,,,2018-01-01,2018-12-31
778,81e2bda1-5820-44f0-8d48-74bae53ebbb9,VALID,Suonenjoki,Suonenjoki,Suonenjoki,,,2018-01-01,2018-12-31
781,2610b1a4-ec27-478a-a4a2-8dad0c2fb7ee,VALID,Sysmä,Sysmä,Sysmä,,,2018-01-01,2018-12-31
783,d2aac008-a4e9-4d83-b24f-352e021a5313,VALID,Säkylä,Säkylä,Säkylä,,,2018-01-01,2018-12-31
785,737583b8-bf63-4e4a-ba79-e1351163843f,VALID,Vaala,Vaala,Vaala,,,2018-01-01,2018-12-31
790,d69270cf-55b4-4738-b450-ae078ea74886,VALID,Sastamala,Sastamala,Sastamala,,,2018-01-01,2018-12-31
791,81adcc80-3f0e-4784-bca5-44a0b68a9bdd,VALID,Siikalatva,Siikalatva,Siikalatva,,,2018-01-01,2018-12-31
831,5010bcc4-0d6d-4143-acec-6c789991e107,VALID,Taipalsaari,Taipalsaari,Taipalsaari,,,2018-01-01,2018-12-31
832,87b86cb0-94c6-492b-b70a-6ba0820aba0c,VALID,Taivalkoski,Taivalkoski,Taivalkoski,,,2018-01-01,2018-12-31
833,c2ee0c46-8316-4a1b-89db-65d737e3f54a,VALID,Taivassalo,Tövsala,Taivassalo,,,2018-01-01,2018-12-31
834,e7315354-69dc-4e6d-82c2-321e4f4b957f,VALID,Tammela,Tammela,Tammela,,,2018-01-01,2018-12-31
837,28f7a31d-e1dd-4228-bf6d-6c7c5c86aaf9,VALID,Tampere,Tammerfors,Tampere,,,2018-01-01,2018-12-31
844,5e96fc65-8d56-4b41-ab48-eb4f54d7e658,VALID,Tervo,Tervo,Tervo,,,2018-01-01,2018-12-31
845,170e12a0-4c2b-4f83-959b-6997aee2d863,VALID,Tervola,Tervola,Tervola,,,2018-01-01,2018-12-31
846,c509c8a6-49dc-4a22-9e17-01541bed394d,VALID,Teuva,Östermark,Teuva,,,2018-01-01,2018-12-31
848,b3304243-c1bb-4b5c-9a50-0cccb169a878,VALID,Tohmajärvi,Tohmajärvi,Tohmajärvi,,,2018-01-01,2018-12-31
849,e80fdb29-8bef-4d2f-a746-c9878ecec78f,VALID,Toholampi,Toholampi,Toholampi,,,2018-01-01,2018-12-31
850,1261f9df-6103-4c8f-ad29-60d3d25b0bf3,VALID,Toivakka,Toivakka,Toivakka,,,2018-01-01,2018-12-31
851,3ccddcfc-a2b6-4792-89ac-fb5b6eec889e,VALID,Tornio,Torneå,Tornio,,,2018-01-01,2018-12-31
853,61d72f91-5aa1-45c6-94e8-be662c0f6d98,VALID,Turku,Åbo,Turku,,,2018-01-01,2018-12-31
854,01e123b7-c218-4fa5-ba4f-b099cbd132e4,VALID,Pello,Pello,Pello,,,2018-01-01,2018-12-31
857,531ebf3e-09ee-44fc-a91c-0e469b2f7477,VALID,Tuusniemi,Tuusniemi,Tuusniemi,,,2018-01-01,2018-12-31
858,74ede1f1-25cb-49cf-8b50-18cfcf691d0b,VALID,Tuusula,Tusby,Tuusula,,,2018-01-01,2018-12-31
859,491f6396-99c1-4298-a3b0-c303f1b05470,VALID,Tyrnävä,Tyrnävä,Tyrnävä,,,2018-01-01,2018-12-31
886,b2878513-b460-491a-a3a7-dae7dfeb61a2,VALID,Ulvila,Ulvsby,Ulvila,,,2018-01-01,2018-12-31
887,0c1e8bbd-7647-41b3-b018-1e6ad40c6737,VALID,Urjala,Urjala,Urjala,,,2018-01-01,2018-12-31
889,3651d863-a549-4e85-9c42-736a155a379f,VALID,Utajärvi,Utajärvi,Utajärvi,,,2018-01-01,2018-12-31
890,53bad06c-3a9a-402e-a6a3-8881b0676adc,VALID,Utsjoki,Utsjoki,Utsjoki,,,2018-01-01,2018-12-31
892,d98ec72c-d1cc-4ff1-afc2-74cecdc3c3d0,VALID,Uurainen,Uurainen,Uurainen,,,2018-01-01,2018-12-31
893,61d3ad74-3cca-4e1a-97a8-b451824a0566,VALID,Uusikaarlepyy,Nykarleby,Nykarleby,,,2018-01-01,2018-12-31
895,41a149a1-7418-4120-9fd8-29a91df09423,VALID,Uusikaupunki,Nystad,Uusikaupunki,,,2018-01-01,2018-12-31
905,f5a52a74-14af-4b1e-8a0f-a67377e36297,VALID,Vaasa,Vasa,Vaasa,,,2018-01-01,2018-12-31
908,2b63cc96-7880-4ca7-b12b-1f58f5ac8bfd,VALID,Valkeakoski,Valkeakoski,Valkeakoski,,,2018-01-01,2018-12-31
911,510fa7ba-236b-4b98-a29b-736104a04b32,VALID,Valtimo,Valtimo,Valtimo,,,2018-01-01,2018-12-31
915,3797856e-4cb6-4c5f-9d3c-194e9082caec,VALID,Varkaus,Varkaus,Varkaus,,,2018-01-01,2018-12-31
918,060ed3a0-ee62-4bcd-b25c-cce68ba8de89,VALID,Vehmaa,Vehmaa,Vehmaa,,,2018-01-01,2018-12-31
921,3a7194b6-7719-4d46-9351-38d128298104,VALID,Vesanto,Vesanto,Vesanto,,,2018-01-01,2018-12-31
922,6b209d30-2e9d-43f2-9620-a015488e58c0,VALID,Vesilahti,Vesilahti,Vesilahti,,,2018-01-01,2018-12-31
924,47822a21-3fa3-4bd6-9b3d-d75e57675bf7,VALID,Veteli,Vetil,Veteli,,,2018-01-01,2018-12-31
925,5bc8d93e-1071-42ee-93bc-3a30795b17bb,VALID,Vieremä,Vieremä,Vieremä,,,2018-01-01,2018-12-31
927,20bc2c1b-49e3-4392-86d1-66d2b1e2fba4,VALID,Vihti,Vichtis,Vihti,,,2018-01-01,2018-12-31
931,63e63848-4447-406a-aa5a-f3c5ef253538,VALID,Viitasaari,Viitasaari,Viitasaari,,,2018-01-01,2018-12-31
934,72f78b19-5c2c-4e2e-bc95-8c3bf1ffc5ed,VALID,Vimpeli,Vimpeli,Vimpeli,,,2018-01-01,2018-12-31
935,6413b7f8-e85e-4bf0-8761-2f9e9655e678,VALID,Virolahti,Virolahti,Virolahti,,,2018-01-01,2018-12-31
936,a302d874-adf9-4b3b-9184-a9f89adf26a7,VALID,Virrat,Virdois,Virrat,,,2018-01-01,2018-12-31
941,99c2eb94-22e8-4ba6-9a39-c21788f3b34a,VALID,Vårdö,Vårdö,Vårdö,,,2018-01-01,2018-12-31
946,b5817bc4-0fbb-4268-8721-d1c0acf1e145,VALID,Vöyri,Vörå,Vöyri,,,2018-01-01,2018-12-31
976,8446147f-8ad5-4463-a725-a0d233240ccd,VALID,Ylitornio,Övertorneå,Ylitornio,,,2018-01-01,2018-12-31
977,c2fb2cbb-2a50-4e08-a041-8567309b492d,VALID,Ylivieska,Ylivieska,Ylivieska,,,2018-01-01,2018-12-31
980,08d0824d-830d-4ddf-9a32-c3eee302c1e9,VALID,Ylöjärvi,Ylöjärvi,Ylöjärvi,,,2018-01-01,2018-12-31
981,5cc593b3-090e-45a4-adc9-9d8b9beec77d,VALID,Ypäjä,Ypäjä,Ypäjä,,,2018-01-01,2018-12-31
989,4ff16f4d-4b44-42fe-b532-94082efed30f,VALID,Ähtäri,Etseri,Ähtäri,,,2018-01-01,2018-12-31
992,af275d2a-1c75-448c-91d5-9078856f68bf,VALID,Äänekoski,Äänekoski,Äänekoski,,,2018-01-01,2018-12-31
