CODEVALUE,ID,CLASSIFICATION,LANGUAGECODE,VERSION,STATUS,SOURCE,LEGALBASE,GOVERNANCEPOLICY,LICENSE,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN,DESCRIPTION_FI,DESCRIPTION_EN,CHANGENOTE_FI,STARTDATE,ENDDATE
languagecodes,442efef2-cbfe-4093-a87f-5aba8e1321a2,P9,fi;sv;en,,VALID,,,,,IETF kielikoodit,IETF språkkoder,IETF language tags,,,,,,,,
