CODEVALUE,ID,CLASSIFICATION,VERSION,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN,DESCRIPTION_FI,DESCRIPTION_SV,DESCRIPTION_EN,CHANGENOTE_FI,CHANGENOTE_SV,CHANGENOTE_EN,STARTDATE,ENDDATE,SOURCE,LEGALBASE,GOVERNANCEPOLICY,LICENSE
dcat,,,1,VALID,DCAT-luokitus,,Dataset classification,,,,,,,,,,2016-03-02,,EU - http://publications.europa.eu/mdr/resource/authority/data-theme/html/data-theme-swe.html#description,,,
