CODEVALUE,ID,ORGANIZATION,INFORMATIONDOMAIN,LANGUAGECODE,VERSION,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DEFINITION_FI,DEFINITION_SV,DEFINITION_EN,DESCRIPTION_FI,DESCRIPTION_SV,DESCRIPTION_EN,CHANGENOTE_FI,CHANGENOTE_SV,CHANGENOTE_EN,STARTDATE,ENDDATE,SOURCE,LEGALBASE,GOVERNANCEPOLICY
dcat,4c6c0ced-7e52-4e01-a985-03ec223ca78f,d9c76d52-03d3-4480-8c2c-b66e6d9c57f2,P9,fi;sv;en,1,VALID,DCAT-AP-luokitus,,Dataset classification,,,,,,The DCAT Application profile for data portals in Europe (DCAT-AP) is a specification based on the Data Catalogue vocabulary (DCAT) for describing public sector datasets in Europe. Its basic use case is to enable cross-data portal search for data sets and make public sector data better searchable across borders and sectors. This can be achieved by the exchange of descriptions of datasets among data portals.,,,,2016-03-02,,EU - http://publications.europa.eu/mdr/resource/authority/data-theme/html/data-theme-swe.html#description,,
