ID,PARENTCODESCHEMEID,URL,PROPERTYTYPE,TITLE_FI,TITLE_SV,TITLE_EN,DESCRIPTION_FI,DESCRIPTION_SV,DESCRIPTION_EN
9553aad0-e4be-11e7-81e9-1faf2d228a02,,https://creativecommons.org/share-your-work/public-domain/cc0/,license,CC0,CC0,CC0,,,
9a25f7fc-e4be-11e7-82ab-479f4f288376,,https://creativecommons.org/licenses/by/4.0/,license,CC by 4.0,CC by 4.0,CC by 4.0,,,
